Nome,Tipo de Iniciativa,Resultado esperado,Objetivo Estratégico,Unidade,Ano,Prazo,Estado,Porcentagem  de conclusão
PNTP_Publicar no site institucional o plano de negócios desclassificado (Item 26.1 Guia Atricon 2025),PNTP - Programa Nacional de Transparência Pública,Plano de negócios desclassificado publicado,Aperfeiçoar a Governança Corporativa,DIRC - DIRETORIA DE RELACIONAMENTO COM O CLIENTE,2025,15-09-2025 20:00:00,Planejada,
PNTP_Publicar no site institucional informações sobre despesas de patrocínio (Item 4.5 Guia Atricon 2025),PNTP - Programa Nacional de Transparência Pública,Informações sobre despesas de patrocínio publicadas,Aperfeiçoar a Governança Corporativa,DIRC - DIRETORIA DE RELACIONAMENTO COM O CLIENTE,2025,14-12-2025 20:00:00,Em andamento,"0,00"
PN_Celebrar 02 (dois) novos contratos do produto MTI Connect.,PNEG - Plano de Negócio,Alcançar a primeira parceria com uma startup.,Elevar o faturamento,DIRC - DIRETORIA DE RELACIONAMENTO COM O CLIENTE,2025,31-12-2025 00:00:00,Em andamento,"99,00"
PN_Manter/renovar os contratos vencendo em 2025,PNEG - Plano de Negócio,Manter em 100% o índice de renovação de contratos vencendo no período. 47 contratos vencem em 2025.,Elevar o faturamento,DIRC - DIRETORIA DE RELACIONAMENTO COM O CLIENTE,2025,31-12-2025 00:00:00,Em andamento,"51,00"
PN_Disponibilizar 01 (um) novo produto de Cibersegurança.,PNEG - Plano de Negócio,"Atualmente temos dois produtos voltados à cibersegurança, a meta é alcançar 03 (três) produtos nesta área.",Elevar o faturamento,DIRC - DIRETORIA DE RELACIONAMENTO COM O CLIENTE,2025,31-12-2025 00:00:00,Em andamento,"99,00"
PN_Buscar aumentar em 15% o faturamento total da MTI em relação ao exercício anterior.,PNEG - Plano de Negócio,"A meta de 2024 era 80 milhões de faturamento, sendo assim a nova meta passa a ser 92 milhões, um incremento de 12 milhões de faturamento para 2025.",Elevar o faturamento,DIRC - DIRETORIA DE RELACIONAMENTO COM O CLIENTE,2025,31-12-2025 00:00:00,Em andamento,"58,00"
PN_Aumentar em 20% o faturamento da MTI com o produto MTI QI.,PNEG - Plano de Negócio,"A MTI faturou 1,4 milhão com este produto, deste modo a meta para faturamento em 2025 é de 1,68 milhão.",Elevar o faturamento,DIRC - DIRETORIA DE RELACIONAMENTO COM O CLIENTE,2025,31-12-2025 00:00:00,Em andamento,"23,00"
PN_Alcançar 10 estados da federação atendidos pela MTI,PNEG - Plano de Negócio,Subir de 6 para 10 estados atendidos.,Elevar o faturamento,DIRC - DIRETORIA DE RELACIONAMENTO COM O CLIENTE,2025,31-12-2025 00:00:00,Em andamento,"0,00"
PN_Celebrar 02 (dois) novos contratos com o produto MTI Data Security.,PNEG - Plano de Negócio,Atualmente não existem contratos de prestação de serviços deste novo produto. Deste modo a meta inicial é ter 02 (dois) novos contratos para este produto. Meta que pode ser revisada para cima em avaliação periódica em 2025.,Elevar o faturamento,DIRC - DIRETORIA DE RELACIONAMENTO COM O CLIENTE,2025,31-12-2025 00:00:00,Em andamento,"50,00"
PN_Aumentar em 25% o faturamento da MTI com o produto MTI Lab.,PNEG - Plano de Negócio,"A MTI Faturou aproximadamente 04 milhões em 2024, assim sendo a meta para 2025 será faturar no mínimo 05 milhões de reais.",Elevar o faturamento,DIRC - DIRETORIA DE RELACIONAMENTO COM O CLIENTE,2025,31-12-2025 00:00:00,Em andamento,"16,00"
PN_Celebrar 01 (uma) nova parceria com Startup.,PNEG - Plano de Negócio,"Atualmente temos um contrato corporativo com a SEPLAG/MT, a meta é alcançar 03 (três) contratos para este produto. Meta que pode ser revisitada durante o monitoramente em 2025.",Elevar o faturamento,DIRC - DIRETORIA DE RELACIONAMENTO COM O CLIENTE,2025,31-12-2025 00:00:00,Em andamento,"0,00"
Implantar Kanban e Scrum em 80% dos times de desenvolvimento de produtos da DTIC,OBES - Objetivo Estratégico,Percentual,Elevar o nível de satisfação do cliente e da imagem institucional,DTIC - DIRETORIA DE TECNOLOGIA DA INFORMACAO E COMUNICACAO,2025,30-11-2025 00:00:00,Concluído,"100,00"
Realizar Consultoria ágil para aumentar performance dos times,OBES - Objetivo Estratégico,Unidade,Elevar o faturamento,DTIC - DIRETORIA DE TECNOLOGIA DA INFORMACAO E COMUNICACAO,2025,29-05-2025 00:00:00,Em andamento,"15,00"
Elaborar divisão técnica de perfis para novo PCCS,OBES - Objetivo Estratégico,Unidade,"Promover a satisfação do colaborador e aumentar suas competências, habilidades e atitudes",DTIC - DIRETORIA DE TECNOLOGIA DA INFORMACAO E COMUNICACAO,2025,29-05-2025 00:00:00,Em andamento,"12,00"
"Implantar monitoramento da homologação de soluções digitais da DTIC, para que no mínimo 70% das entregas sejam feitas conforme IN",OBES - Objetivo Estratégico,Trimestral / Percentual,Elevar o nível de satisfação do cliente e da imagem institucional,DTIC - DIRETORIA DE TECNOLOGIA DA INFORMACAO E COMUNICACAO,2025,31-12-2025 00:00:00,Em andamento,"5,00"
"Bem-estar: Promover ações de bem-estar, como programas de saúde, atividades físicas e momentos de relaxamento.",OBES - Objetivo Estratégico,Ações de Bem Estar Implementadas,"Promover a satisfação do colaborador e aumentar suas competências, habilidades e atitudes","GACD - GERENCIA DE APLICACAO, CONHECIMENTO E DESENVOLVIMENTO",2025,31-12-2025 00:00:00,Em andamento,"98,00"
PNTP_Publicar no site institucional informações sobre execução de contrato de publicidade (Item 4.6 Guia Atricon 2025),PNTP - Programa Nacional de Transparência Pública,Informações sobre execução de contrato de publicidade publicadas,Aperfeiçoar a Governança Corporativa,GADP - GABINETE DIRETOR PRESIDENTE,2025,30-10-2025 20:00:00,Planejada,
"Aprovação do novo Plano de Cargos, Carreiras e Salários (PCCS): Acompanhar o andamento da proposta do PCCS apresentada pela Unidade de Gestão de Pessoas em julho de 2023, buscando a aprovação, publicação, comunicação aos empregados, implementação e m",OBES - Objetivo Estratégico,PCCS Aprovado,"Promover a satisfação do colaborador e aumentar suas competências, habilidades e atitudes",GADP - GABINETE DIRETOR PRESIDENTE,2025,31-12-2025 00:00:00,Em andamento,"99,00"
PNTP_Realizar cursos conforme guia de capacitação da Ouvidoria Geral (CGE - GUIA 2024),PNTP - Programa Nacional de Transparência Pública,Cursos realizados,"Promover a satisfação do colaborador e aumentar suas competências, habilidades e atitudes",GADP - GABINETE DIRETOR PRESIDENTE,2025,14-12-2025 20:00:00,Planejada,
PNTP_Publicar no site institucional atas de reunião do conselho fiscal e conselho administrativo (CGE - GUIA 2024),PNTP - Programa Nacional de Transparência Pública,Atas publicadas,Aperfeiçoar a Governança Corporativa,GADP - GABINETE DIRETOR PRESIDENTE,2025,30-10-2025 20:00:00,Planejada,
PNTP_Publicar no site institucional a descrição da composição e da remuneração da diretoria executiva (Item 26.7 Guia Atricon 2025),PNTP - Programa Nacional de Transparência Pública,Remuneração  publicada,Aperfeiçoar a Governança Corporativa,GADP - GABINETE DIRETOR PRESIDENTE,2025,30-10-2025 20:00:00,Planejada,
"PNTP_Publicar no site institucional, de forma detalhada e individual, toda e qualquer remuneração dos diretoria Executiva, Conselho de Administração e Conselho Fiscal (Item 26.24 Guia Atricon 2025)",PNTP - Programa Nacional de Transparência Pública,Remuneração publicada,Aperfeiçoar a Governança Corporativa,GADP - GABINETE DIRETOR PRESIDENTE,2025,30-10-2025 20:00:00,Planejada,
PNTP_Publicar no site institucional currículos profissionais dos membros da Diretoria Executiva e dos Conselhos de Administração e Fiscal (Item 26.29 Guia Atricon 2025),PNTP - Programa Nacional de Transparência Pública,Curriculos publicados,Aperfeiçoar a Governança Corporativa,GADP - GABINETE DIRETOR PRESIDENTE,2025,30-10-2025 20:00:00,Planejada,
RE_Implementar o uso de IA na formalização de Minuta de Editais e Contratos,RIES - Risco Estratégico,Processos implementados por IA,Aperfeiçoar a Governança Corporativa,GAQS - GERENCIA DE AQUISICOES,2025,31-12-2025 00:00:00,Em andamento,"21,00"
"Promover praticas em Gestão de Riscos, Governança Digital,  Governança no Setor Público, Etica Empresarial, Dilemas Eticos na organização cooperativa, Introdução e aplicabilidade do Compliance - GAQS",OBES - Objetivo Estratégico,Praticas/cultura implementadas,Aperfeiçoar a Governança Corporativa,GAQS - GERENCIA DE AQUISICOES,2025,31-12-2025 00:00:00,Em andamento,"50,00"
RE_Capacitar as Equipes quanto a legislação vigente de Aquisições e Contratos - GAQS,RIES - Risco Estratégico,Equipes Capacitadas,"Promover a satisfação do colaborador e aumentar suas competências, habilidades e atitudes",GAQS - GERENCIA DE AQUISICOES,2025,31-12-2025 00:00:00,Em andamento,"55,00"
RE20_Criar redundancia para portais de governo (liferay) Nuvem Liferay,RIES - Risco Estratégico,Unidade,Garantir alta disponibilidade das soluções de Tecnologia da Informação e Comunicação,"GCOT - GERENCIA DE SOLUCOES DIGITAIS DE COMUNICACAO, TRANSPARENCIA E OUTROS SERVICOS",2025,01-09-2025 00:00:00,Em andamento,"10,00"
RE_Capacitar as Equipes quanto a legislação vigente de Aquisições e Contratos - GCTO,RIES - Risco Estratégico,Equipes Capacitadas,"Promover a satisfação do colaborador e aumentar suas competências, habilidades e atitudes",GCTO - GERENCIA DE CONTRATOS,2025,31-12-2025 00:00:00,Concluído,"100,00"
"Promover praticas em Gestão de Riscos, Governança Digital,  Governança no Setor Público, Etica Empresarial, Dilemas Eticos na organização cooperativa, Introdução e aplicabilidade do Compliance - GCTO",OBES - Objetivo Estratégico,Praticas/cultura implementadas,Aperfeiçoar a Governança Corporativa,GCTO - GERENCIA DE CONTRATOS,2025,31-12-2025 00:00:00,Concluído,"100,00"
"RE24_ Implementar relatório mensal de vulnerabilidade  (tenable) para MT LOGIN, MT ID, PORTAIS LIFERAY, PORTAL DE SERVIÇOS (MT.GOV.BR), SIGADOC, MT CIDADÃO e REDE INFOVIA",RIES - Risco Estratégico,Unidade / Mensal,Garantir alta disponibilidade das soluções de Tecnologia da Informação e Comunicação,GEDC - GERENCIA DE DEFESA CIBERNETICA,2025,30-12-2025 00:00:00,Em andamento,"75,00"
Implementar o uso da IA nos processos de tributação em 6 processos anuais .,OBES - Objetivo Estratégico,"Implementar sistema , Certidoes -INSS-FGTS-IRF, e identificando o prazo Minimo",Elevar o nível de satisfação do cliente e da imagem institucional,GEFI - GERENCIA DE EXECUCAO FINANCEIRA,2025,30-06-2025 00:00:00,Em andamento,"53,00"
"Garantir que 70% das entregas, a homologação esteja de acordo com a IN (Ass do termo na mesma reunião) - UGGDC",OBES - Objetivo Estratégico,Trimestral / Percentual,Elevar o nível de satisfação do cliente e da imagem institucional,GEGD - GERENCIA DE GESTAO DE DADOS,2025,30-12-2025 00:00:00,Em andamento,"75,00"
Melhorar continuamente a gestão patrimonial da empresa.,OBES - Objetivo Estratégico,Percentual de bens patrimoniais com registro atualizado (meta: 100% de atualização semestral).,"Promover a satisfação do colaborador e aumentar suas competências, habilidades e atitudes",GEPM - GERENCIA DE PATRIMONIO E MATERIAIS,2025,31-12-2025 00:00:00,Em andamento,"60,00"
Realizar em conjunto com a contabilidade a baixa de bens permanentes,OBES - Objetivo Estratégico,Percentual de baixa de bens permanentes concluídas dentro do prazo estipulado (meta: 100% no prazo).,"Promover a satisfação do colaborador e aumentar suas competências, habilidades e atitudes",GEPM - GERENCIA DE PATRIMONIO E MATERIAIS,2025,31-12-2025 00:00:00,Em andamento,"60,00"
Levantar e consolidar a necessidade de bens de consumo,OBES - Objetivo Estratégico,Percentual de itens de consumo levantados e consolidados em relação ao total necessário (meta: 100% até o final do semestre),"Promover a satisfação do colaborador e aumentar suas competências, habilidades e atitudes",GEPM - GERENCIA DE PATRIMONIO E MATERIAIS,2025,31-12-2025 00:00:00,Em andamento,"60,00"
iESGo_1130 Aperfeiçoar integração gerencial,IESG - Avaliação da Gestão - iESGo,Integração aperfeiçoada,Aperfeiçoar a Governança Corporativa,GEPP - GERENCIA DE ESCRITÓRIO DE PROCESSOS E PLANEJAMENTO,2025,30-11-2025 00:00:00,Em andamento,"10,00"
iESGo_2151 Alinhar indicadores operacionais da DTIC conforme seus processos,IESG - Avaliação da Gestão - iESGo,Indicadores alinhados aos processos,Elevar o nível de satisfação do cliente e da imagem institucional,GEPP - GERENCIA DE ESCRITÓRIO DE PROCESSOS E PLANEJAMENTO,2025,30-05-2025 00:00:00,Em andamento,"90,00"
IMGG_Aprimorar o monitoramento dos processos críticos da área finalística da MTI,IMGG - Avaliação da Gestão - IMGG,Monitoramento aprimorado,Elevar o nível de satisfação do cliente e da imagem institucional,GEPP - GERENCIA DE ESCRITÓRIO DE PROCESSOS E PLANEJAMENTO,2025,28-11-2025 00:00:00,Em andamento,"50,00"
"Produzir 3 vídeos sobre avaliação da gestão, ELP e Processos visando maior disseminação da informação (com uso de IA)",OBES - Objetivo Estratégico,Vídeos produzidos,Aperfeiçoar a Governança Corporativa,GEPP - GERENCIA DE ESCRITÓRIO DE PROCESSOS E PLANEJAMENTO,2025,28-11-2025 00:00:00,Em andamento,"33,00"
"Revisar os Regulamentos e Manuais da UGGOV/GEPP existentes: Regulamento de Processos, Regulamento de Padronização, Manual de Processos.",OBES - Objetivo Estratégico,Regulamentos e manuais revisados,Aperfeiçoar a Governança Corporativa,GEPP - GERENCIA DE ESCRITÓRIO DE PROCESSOS E PLANEJAMENTO,2025,30-06-2025 00:00:00,Em andamento,"75,00"
Aprimorar o Informe Mensal da UGGOV para corpo gerencial,OBES - Objetivo Estratégico,Informes aprimorado,Aperfeiçoar a Governança Corporativa,GEPP - GERENCIA DE ESCRITÓRIO DE PROCESSOS E PLANEJAMENTO,2025,31-01-2025 00:00:00,Em andamento,"90,00"
Atualizar processos finalísticos da cadeia de valor,OBES - Objetivo Estratégico,Processos atualizados,Elevar o nível de satisfação do cliente e da imagem institucional,GEPP - GERENCIA DE ESCRITÓRIO DE PROCESSOS E PLANEJAMENTO,2025,28-11-2025 00:00:00,Em andamento,"92,00"
Melhorar a Experiência do Visitante,OBES - Objetivo Estratégico,Aumentar a satisfação dos visitantes em 25% em pesquisas de feedback.,Elevar o nível de satisfação do cliente e da imagem institucional,GETS - GERENCIA DE TRANSPORTE E SERVICOS,2025,31-12-2025 00:00:00,Em andamento,"60,00"
Gerir e fiscalizar a execução dos contratos e dos serviços,OBES - Objetivo Estratégico,Número de contratos monitoradosercentual de contratos auditados mensalmente (meta: 100% de auditoria em contratos ativos).,"Promover a satisfação do colaborador e aumentar suas competências, habilidades e atitudes",GETS - GERENCIA DE TRANSPORTE E SERVICOS,2025,31-12-2025 00:00:00,Em andamento,"60,00"
Realizar pesquisa interna de satisfação específica referente a manutenção e limpeza (trimestral),OBES - Objetivo Estratégico,Percentual de satisfação dos funcionários (meta: ≥ 80% de satisfação).,"Promover a satisfação do colaborador e aumentar suas competências, habilidades e atitudes",GETS - GERENCIA DE TRANSPORTE E SERVICOS,2025,31-12-2025 00:00:00,Em andamento,"50,00"
RE_Monitorar o sistema  Infocenter,RIES - Risco Estratégico,Alcançar 100% da implantação,Elevar o faturamento,GFAC - GERENCIA DE FATURAMENTO E COBRANCA,2025,30-12-2025 00:00:00,Em andamento,"0,00"
Aperfeiçoar o artefato e layout do RIS,OBES - Objetivo Estratégico,Layout aperfeiçoado,Aperfeiçoar a Governança Corporativa,GGES - GERENCIA DE GESTAO ESTRATEGICA,2025,31-01-2025 00:00:00,Concluído,"100,00"
Implementar versão 2 módulo de governança no servicenow,OBES - Objetivo Estratégico,Módulo implementado,Aperfeiçoar a Governança Corporativa,GGES - GERENCIA DE GESTAO ESTRATEGICA,2025,28-11-2025 00:00:00,Concluído,"100,00"
Aperfeiçoar o artefato e layout da carta anual de governança corporativa,OBES - Objetivo Estratégico,Layout aperfeiçoado,Aperfeiçoar a Governança Corporativa,GGES - GERENCIA DE GESTAO ESTRATEGICA,2025,31-01-2025 00:00:00,Concluído,"100,00"
Revisar os Regulamentos e Manuais da UGGOV/GGES existentes: Regulamento PE.,OBES - Objetivo Estratégico,Regulamentos e manuais revisados,Aperfeiçoar a Governança Corporativa,GGES - GERENCIA DE GESTAO ESTRATEGICA,2025,30-06-2025 00:00:00,Concluído,"100,00"
RE10_ Implementar 1 Agente de IA para Qualidade e Desenvolvimento de Código,RIES - Risco Estratégico,Unidade,Elevar o nível de satisfação do cliente e da imagem institucional,GIAP - GERENCIA DE PROCESSOS AUTOMATIZADOS E IA,2025,30-05-2025 00:00:00,Em andamento,"5,00"
Implementar testes E2E com IA em 2 aplicações,OBES - Objetivo Estratégico,Unidade,Elevar o nível de satisfação do cliente e da imagem institucional,GIAP - GERENCIA DE PROCESSOS AUTOMATIZADOS E IA,2025,30-06-2025 00:00:00,Em andamento,"5,00"
RE_Proceder com a revisão do Portifólio de Serviços focado em Custos,RIES - Risco Estratégico,Percentual de execução da revisão,Elevar o faturamento,GICF - GERENCIA DE INFORMACOES CONTABEIS E GESTAO FISCAL,2025,31-07-2025 00:00:00,Em andamento,"50,00"
RE_Manter a regularidade fiscal da empresa,RIES - Risco Estratégico,52 apurações semanais por ano,Elevar o nível de satisfação do cliente e da imagem institucional,GICF - GERENCIA DE INFORMACOES CONTABEIS E GESTAO FISCAL,2025,31-12-2025 00:00:00,Concluído,"100,00"
RE09_Implementar software de gestão de custos,RIES - Risco Estratégico,Percentual da execução mensal do projeto,Elevar o nível de satisfação do cliente e da imagem institucional,GICF - GERENCIA DE INFORMACOES CONTABEIS E GESTAO FISCAL,2025,31-08-2025 00:00:00,Em andamento,"35,00"
RE14_Manter a opção por regimes e procedimentos tributarios que garantam a elisão fiscal.,RIES - Risco Estratégico,12 revisões mensais por ano,Elevar o faturamento,GICF - GERENCIA DE INFORMACOES CONTABEIS E GESTAO FISCAL,2025,31-12-2025 00:00:00,Concluído,"100,00"
RE18_Implementar melhorias no sistema de refrigeração e eletrificação do atual datacenter,RIES - Risco Estratégico,Unidade,Garantir alta disponibilidade das soluções de Tecnologia da Informação e Comunicação,GPAC - GERENCIA DE PARQUE COMPUTACIONAL,2025,02-04-2025 00:00:00,Em andamento,"12,14"
Implantar Acessibilidade no portal mt.gov.br,OBES - Objetivo Estratégico,Unidade,Elevar o nível de satisfação do cliente e da imagem institucional,GPGD - GERENCIA DE PLATAFORMA DE GOVERNO DIGITAL,2025,31-03-2025 00:00:00,Em andamento,"999,00"
Fomentar a cultura de inovação através de Café Tech e Tech Talk,OBES - Objetivo Estratégico,"Nº de Café Tech e Tech Talks realizados 
2

Programa de Gamificação/Inovação MTI - MTImais

Google - ""GenAI em Banco de Dados""",Elevar o nível de satisfação do cliente e da imagem institucional,GPIN - GERENCIA DE PARCERIAS E INOVACAO,2025,31-12-2025 00:00:00,Em andamento,"5,00"
"Identificar, implementar e manter processos internos para aumentar a eficiencia e eficácia do atendimento - UGENP",OBES - Objetivo Estratégico,"Nº 02 de processos internos atualizados
MIPP
TAP",Elevar o nível de satisfação do cliente e da imagem institucional,GPIN - GERENCIA DE PARCERIAS E INOVACAO,2025,31-12-2025 00:00:00,Em andamento,"5,00"
Realizar treinamentos voltados para o melhor atendimento ao cliente - UGENP,OBES - Objetivo Estratégico,Nº de treinamentos realizados,Elevar o nível de satisfação do cliente e da imagem institucional,GPIN - GERENCIA DE PARCERIAS E INOVACAO,2025,31-12-2025 00:00:00,Em andamento,"5,00"
"Fomentar programas de incentivo à inovação, pesquisa, desenvolvimento e parcerias com startups",OBES - Objetivo Estratégico,"Nº  01 de Programas de inovação, pesquisa e desenvolvimento de Parcerias com startup

HYPER REPORTS  - Startup",Elevar o faturamento,GPIN - GERENCIA DE PARCERIAS E INOVACAO,2025,31-12-2025 00:00:00,Em andamento,"5,00"
RE08_Monitorar os Catálogos das Parcerias e manter atualizado os preços dos Serviços e Produtos,RIES - Risco Estratégico,"Nº 05 de Catálogos atualizados

São eles:
NEW Catálogo Geral de Serviços de Inteligência Artificial - CGSIA. Versão 1.1. - OK
NEW Catálogo Geral de Serviço MTI NOW-CGSMN - Versão 1.1 - OK
NEW Catálogo de Serviços de Soluções de Gestão de Identificação e Dados Biométricos, versão 2 - OK 
NEW Catálogo de Serviço MTI QI - Versão 1.3.1  - OK
NEW Catalogo de Serviços de Segurança em Códigos Fonte - FORTIFY versão 1.2  - OK",Elevar o nível de satisfação do cliente e da imagem institucional,GPIN - GERENCIA DE PARCERIAS E INOVACAO,2025,31-12-2025 00:00:00,Concluído,"100,00"
Realizar pesquisas periódicas com os Parceiros Estratégicos,OBES - Objetivo Estratégico,Nº de pesquisas realizadas aos parceiros estratégicos,Elevar o nível de satisfação do cliente e da imagem institucional,GPIN - GERENCIA DE PARCERIAS E INOVACAO,2025,31-12-2025 00:00:00,Em andamento,"5,00"
"Benefícios: Oferecer benefícios atrativos, como plano de saúde, vale-alimentação e previdência privada.",OBES - Objetivo Estratégico,Beneficios Implantados e monitorados,"Promover a satisfação do colaborador e aumentar suas competências, habilidades e atitudes","GPMM - GERENCIA DE PROVIMENTO, MANUTENCAO E MONITORAMENTO",2025,31-12-2025 00:00:00,Em andamento,"6.664,00"
RE24_Implementar melhorias de segurança a partir dos relatórios de vulnerabilidade (tenable) para INFOVIA,RIES - Risco Estratégico,Trimestral / Percentual,Garantir alta disponibilidade das soluções de Tecnologia da Informação e Comunicação,GRCO - GERENCIA DE REDE CORPORATIVA,2025,31-12-2025 00:00:00,Em andamento,"0,00"
RE_Garantir 75% de satisfação na entrega dos circuitos do MTI CONNECT,RIES - Risco Estratégico,Percentual / Mensal,Elevar o nível de satisfação do cliente e da imagem institucional,GSIC - GERENCIA DE SOLUCOES INTERNAS E COLABORACAO,2025,30-12-2025 00:00:00,Em andamento,"92,00"
PNTP_Publicar no site institucional fornecedores sancionados no site da MTI (Item 8.7 Guia Atricon 2025),PNTP - Programa Nacional de Transparência Pública,Relação de fornecedores sancionados publicada,Aperfeiçoar a Governança Corporativa,OUVIDORIA - OUVIDORIA E TRANSP,2025,29-09-2025 20:00:00,Planejada,
