Nº ,OBJETO ,CONTRATO,"NÚMERO CONTRATO
(se existente, selecionar a partir da lista)",DIRETORIA RESPONSÁVEL,Unidade,CÓD. PAOE,DESCRIÇÃO DO ITEM DE DESPESA,UNIDADE DE MEDIDA,QTD,VALOR UNITÁRIO,VALOR TOTAL,GRUPO DE DESPESA,NATUREZA,FONTE,IDU,NÍVEL DE RISCO,DESCRIÇÃO DO RISCO,OBJETIVO ESTRATÉGICO,"Plano Estratégico (A)
digite entre 1-5
1 = menor
5 = maior","Gravidade (B)
digite entre 1-5
1 = menor
5 = maior","Urgência (C)
digite entre 1-5
1 = menor
5 = maior","Tendência (D)
digite entre 1-5
1 = menor
5 = maior",Prioridade acumulada (A*B*C*D),OBSERVAÇÃO
00,,,,,,2004,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2004,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2004,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2004,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2004,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2004,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2004,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2004,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2004,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2004,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2004,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2004,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2004,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2004,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2004,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2004,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2004,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2004,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2004,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2004,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2004,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2004,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2004,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2004,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2004,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2004,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2004,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2004,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2004,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2004,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2004,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2004,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2004,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2004,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2004,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2004,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2004,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2004,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2004,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2004,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2004,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2004,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2004,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2004,,,,,"R$ 0,00",,,,,,,,,,,,0,
,,,,,,,,,,,,,,,,,,,,,,,,
01,Realizar e Manter Serviços de reforma predial ,Novo a contratar 2026,,DAFI,UGADM,2005,Manutenção Predial ,Mensal,12,"R$ 100.000,00","R$ 1.200.000,00",3-DESPESAS CORRENTES,3.3.90.39.069,1.501.0000,OD-OUTRAS DESPESAS,ALTO,"A falta de manutenção regular pode levar à deterioração dos sistemas prediais, como elétricos, hidráulicos e estruturais, comprometendo a segurança e o funcionamento eficiente das instalações.",,5,5,5,4,500,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0, 
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2005,,,,,"R$ 0,00",,,,,,,,,,,,0,
,,,,,,,,,,,,,,,,,,,,,,,,
01,"Contratação de empresa especializada na prestação de serviços continuados de gerenciamento e controle de fornecimento de combustíveis (Gasolina comum, Diesel Comum e S10, Etanol comum) em rede de postos credenciados.",Existente / Aditivo,033/2022/MTI	PRIME CONSULTORIA E ASSESSORIA EMPRESARIAL LTDA,DAFI,UGADM,2006,Aquisição de combustíveis e lubrificantes automotivos,Mensal,12,"R$ 10.000,00","R$ 120.000,00",3-DESPESAS CORRENTES,3.390.30.004,1.501.0000,CD-CONTRATOS DIVERSOS,ALTO,"É crucial estabelecer um valor estipulado para despesas de combustível, garantindo que as necessidades operacionais de mobilidade e logística da MTI sejam atendidas de maneira eficaz e sustentável.",,4,3,3,4,144,"O VALOR TOTAL DO CONTRATO PARA 01 ANOS É R$ 145.441,80."
02,Contratação de empresa especializada em locação de veículos automotores para uso nas atividades técnicas e administrativas para a Empresa Mato-grossense de Tecnologia da Informação - MTI ,Existente / Aditivo,023/2021/MTI	INTERLAGOS LOCADORA DE VEÍCULOS LTDA,DAFI,UGADM,2006,Despesa com Aluguel de veículos ,Mensal,12,"R$ 25.000,00","R$ 300.000,00",3-DESPESAS CORRENTES,3.3.90.30.004,1.501.0000,CD-CONTRATOS DIVERSOS,ALTO,"Manutenção da Frota Inclusa:

O aluguel de carro inclui serviços regulares de manutenção da frota, garantindo que os veículos estejam sempre em boas condições operacionais.
Troca de Pneus Programada:

A troca de pneus está incluída no contrato de aluguel, assegurando que os veículos mantenham a segurança e o desempenho adequado.
Documentação Completa e Atualizada:

Toda a documentação necessária para operação dos veículos, como licenciamento, IPVA e taxas administrativas, é gerenciada pelo serviço de aluguel, garantindo conformidade legal e operacional.
Seguro Abrangente:

O aluguel de carro inclui um seguro abrangente que cobre danos, responsabilidade civil e outras eventualidades, proporcionando segurança financeira à MTI em caso de incidentes.
Flexibilidade e Agilidade:

A possibilidade de alugar carros conforme necessário oferece flexibilidade para atender demandas variáveis de deslocamento e operação, permitindo uma resposta rápida a necessidades emergenciais ou projetos especiais.
Redução de Custos Fixos:

Eliminação da necessidade de investimentos iniciais e custos contínuos associados à manutenção de uma frota própria, proporcionando previsibilidade financeira e otimizando o uso dos recursos da MTI.
Foco no Core Business:

Ao ter a gestão da frota delegada ao serviço de aluguel, a MTI pode concentrar seus esforços no seu negócio principal, sem se preocupar com os detalhes operacionais da frota de veículos.
Esses benefícios destacam a importância e as vantagens estratégicas de utilizar um serviço de aluguel de carros para atender às necessidades operacionais da MTI de maneira eficiente e econômica.",,3,3,3,3,81,"O VALOR TOTAL DO CONTRATO PARA 05 ANOS É R$ 446.116,96, deduzindo que o anual é de R$ 90.604,25."
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
00,,,,,,2006,,,,,"R$ 0,00",,,,,,,,,,,,0,
,,,,,,,,,,,,,,,,,,,,,,,,
01,Adiantamento de Consumo ,Não,,DAFI,UGADM,2007,Adiantamento de Consumo / Interveção Predial ,Unidade,10,"R$ 4.000,00","R$ 40.000,00",3-DESPESAS CORRENTES,3.3.90.30.013,1.501.0000,OD-OUTRAS DESPESAS,MODERADO,"É crucial estabelecer um valor anual para adiantamento de consumo e serviços para garantir uma resposta eficaz e imediata às emergências na MTI.

",,2,2,2,2,16,
02,Adiantamento de Serviços ,Não,,DAFI,UGADM,2007,Adiantamento de Serviço/ Interveção Predial ,Unidade,10,"R$ 4.000,00","R$ 40.000,00",3-DESPESAS CORRENTES,3.3.90.30.013,1.501.0000,OD-OUTRAS DESPESAS,MODERADO,"É crucial estabelecer um valor anual para adiantamento de consumo e serviços para garantir uma resposta eficaz e imediata às emergências na MTI.

",,2,2,2,2,16,
03,Material Consumo ,Não,,DAFI,UGADM,2007,Material de Consumo ,Mensal,12,"R$ 10.000,00","R$ 120.000,00",3-DESPESAS CORRENTES,3.390.30.013,1.501.0000,OD-OUTRAS DESPESAS,MODERADO,Valor estipulado anual para adiantamento de consumo e serviços para atender as emergencias que vierem ocorrer na  MTI ,,4,3,4,5,240,
